e.6cbf55e7c81df51d,e.785f8ac3c1ea1c93,p.6cbf55e7c81df51d,p.785f8ac3c1ea1c93,q.0,q.12c413657efa280e,q.15344ef7910c2692,q.155332a4fba33e8f,q.16de1501ad6d003e,q.175ed29f1d4c8f03,q.1a2c43d7d39b748b,q.1b3bce987495336c,q.1cc005c01b3a8aa3,q.1e299bdd1cf7a625,q.1fa28c0ba7f9aec8,q.21fb19005f6951c4,q.23b59dd0c808f4c6,q.23b7f472edde0ce6,q.277e44a955cf2949,q.27ce5f24555e180a,q.2b3296a08411ef24,q.2c509f1ed2220464,q.2e09446e39e26d42,q.2e28d0e1402904b2,q.30355f4cc6ee0d6c,q.314a75fdd331c3f8,q.34e6a18f315e7d2f,q.36c2c875df9317b4,q.38319f8fc78ab9de,q.3a50160006e2d12d,q.3af0af64c28fa6d5,q.3b3de5d772c846cf,q.3c333e5504c64ad3,q.3f72bdc1b8ddb24,q.404c71da2e4826c2,q.41d91f7a05beb14a,q.42107779fcd075ef,q.44eb95b6005c26b,q.463e39a4acf55512,q.46b40798beef0876,q.46b9e5597a64f0e7,q.46d0a9841d8d15,q.48c3dc4f13827d2d,q.4c781fca13c4e0fa,q.4d5895b6699ba297,q.4ebdc6945a09b165,q.5049294d0dee99ae,q.5289fdf1dab07838,q.52e137ce5f0856e0,q.52ed044d2326c87d,q.54724e8bdf60a268,q.564397e6a3409cfe,q.56a5967121715c3c,q.56e2545df60a134c,q.5721c438ee6a188,q.57636a074c36eb44,q.584140440d5f0b68,q.5a62368ba35d9f59,q.5b76e1c3a932bdb,q.5bf42ebbc692409e,q.5dcb2b57a2af77bb,q.5f78ee4ca30b8f0d,q.6368bf5907564a9f,q.6370b0a836a3beb4,q.646d77117c488059,q.66c1b6f1560356ef,q.6753d8830d386858,q.69415bdf089224e8,q.6cbf55e7c81df51d,q.6d402b60e647a2d7,q.705c41a579498d1e,q.72cdc719088a4dda,q.751c75311f458392,q.7740b3afa5fd1810,q.78791357f01233fb,q.789f400a72f2dde3,q.7d67c4cb4a009d55,q.7e11a7bed0e877d5,q.7e56f3238e6c5904,q.7f34381df64db829,q.80aebdbe9dd8458c,q.8350ab20dc5792f3,q.84ae95a99c262132,q.852fd389ae7973c2,q.876a996d5a5cd7b2,q.8773ae79bcad770c,q.87aa120f411c2179,q.87b6b254c9c11cda,q.88352d6f7fe4e61,q.8d69b9298323ec70,q.8f6bacae26b4b931,q.923637a75b13b040,q.947d43cae6516e8e,q.95056fa74f629407,q.960cae7c9416fa60,q.9659def20a9fb5a5,q.981c089fc6a7c217,q.9b7cbe367825f927,q.9c5eceaf0623e18c,q.9d80224ec132cf41,q.9d8ea5f691e722f0,q.9ded7beedd0f70cb,q.9e86aa7f2763be5e,q.9eb154a7fffbe8f,q.9f54a36da2622d71,q.9f8cced1c9ffc6b0,q.9f8e824f8a7ac716,q.a2238cd4e486d2d5,q.a2fbe5b11ecfc533,q.a51a6c786827204,q.a68288650ab00b3e,q.a889f479fdf5019d,q.a9c93f094ffdbf82,q.a9ef4b816bb40994,q.aa3f62d8a180aa96,q.abc79ea95b6fb13,q.ac17f45cb7a2d2c1,q.ade8b59d3591ed97,q.aebc9a0baa527ef6,q.af0d11cae13076c7,q.b024d96d59fe3a67,q.b0947f6d4b41705b,q.b21cac0c6ac1883e,q.b30f5d73d9085e77,q.b4c5f3d55b4e9dc,q.b5397410b8da884d,q.b64a56fe210ee76,q.b8797c414f047fed,q.b87b94fab9e5721,q.b8ec54ce9fa0f604,q.b9001ad4b447f16d,q.b9e6525c9ea322f5,q.bce63656bdf433f7,q.bd7535fc411c2caa,q.c0828d14a81970a6,q.c1bdd6db1974733a,q.c43bdbf9dee1c202,q.c6ab3657420f873b,q.c7a08d59145a63b3,q.cb35558f37b42e38,q.cb6c67abb40b0c5c,q.ccd33ab245c7b6d6,q.cec1c2e07c1de04b,q.cfaa49b6b55da512,q.d237e32dad87729e,q.d347f27623a3ca1e,q.d3a5b39a7ad5a0ca,q.d52f7dd1c179cccc,q.d6795b2b7f551108,q.d6a0d48d06de0363,q.d82ac4b490ed4190,q.d849c2d7d1d265d1,q.d8e8b4c4871429a2,q.dbbde0bc0f9b2209,q.dc39ad5012857c15,q.dc4dd443f9934487,q.dd4f64b58cf72d5c,q.de51ba3769c3249,q.de5b2c348b0f3ff1,q.df3b06727682dba6,q.e100cfa642af9961,q.e14cf04d1a2d6591,q.e2b7d168421c100d,q.e2bc3c157c67d836,q.e2e6e9dc24bfff8b,q.e63ce6956e06be12,q.e7680c04ff2596b,q.e77769c62ef669aa,q.e842348ba2f11f0e,q.eb2ad90db7674b87,q.eb465dc2ac982544,q.ebc37510f9820b16,q.ec9dde9dbdf020cb,q.ed235abd1be8d96b,q.ed630e127180f97d,q.ed89ba6de0fb1f6d,q.efde08274f9bf517,q.f1199fb8140b5877,q.f3228b87e7b1b7f3,q.f38279ed28be5363,q.f3dcff7d95f7730f,q.f6a9f5f4a79af318,q.f868b5793b7ff2d,q.ff60c9b4f7de6530,user_us
0,9855,0,7603,0,0,77521,0,8058,23380,7541,0,0,0,0,3187361,0,0,317828,9760,16674783,3022,2072,6747,0,680,0,0,35031,0,50030,3452,8867,0,3446,0,20947,0,0,0,0,2390,0,0,0,0,0,0,0,10266,0,0,0,1590,0,0,0,0,0,0,6138,2890,2889509,21304,0,0,7961,0,0,0,0,16688,0,0,532,0,1273,0,0,94166,0,0,4655,399,1907,7850,14868,0,903,0,0,0,0,0,5677,12767,8057,7745,93726,6400,0,0,0,0,0,6166,13614,3513446,0,0,55126,0,0,7154,0,0,612364,440,70194,0,10881,0,1214,10458,7650,953,21122,0,0,0,8443,0,428,9629,0,420,0,20567,0,0,5457,0,0,0,0,0,0,0,0,0,0,1119,0,0,5573,0,2446,0,189599,0,0,1301,587,16874,0,7189,0,0,182,189709,1843,0,0,0,0,0,0,0,3380,0,0,10620,0,12898,95180000
0,9696,0,6631,0,0,72592,0,7409,22292,5353,0,0,0,0,3232942,0,0,303931,7600,16562504,1233,1778,6562,0,343,0,0,29069,0,43984,1664,8178,0,5680,0,21758,0,0,0,0,2552,0,330,0,0,0,0,0,8056,0,0,0,2168,1392,0,0,0,0,0,4605,597,2845098,18621,0,0,5813,0,0,0,0,18180,0,0,1460,0,0,0,914,90806,0,0,2309,0,2535,13186,14970,0,777,0,570,621,0,0,3805,8343,10205,6443,82853,5786,0,0,0,0,227822,4576,11793,3303737,527,0,31022,0,0,10121,0,0,594679,724,62706,0,7882,0,1869,9210,6218,2510,12241,0,0,0,9115,0,1396,7922,0,0,0,16757,0,0,4613,0,0,0,0,0,0,0,0,0,0,2218,0,0,7583,0,3788,1269,174071,0,0,2581,0,16395,0,5914,0,0,0,128903,550,0,0,0,0,321,0,407,4342,0,0,9308,0,11145,96560000
0,9137,0,6206,0,0,75119,0,11700,23505,8076,0,0,0,0,3173513,0,0,330967,23283,16156844,3332,1471,9680,293,0,0,0,27006,0,38276,1360,10994,0,1962,5361,16503,0,0,0,0,1598,0,0,0,0,0,0,0,13727,0,0,0,793,0,0,0,0,0,0,6427,305,2869130,22291,0,0,8997,0,0,0,0,19548,0,0,3722,0,0,0,0,97935,0,0,4716,227,897,9455,18568,0,1300,0,0,2003,0,0,3966,12783,10350,7572,101000,9182,0,0,0,0,0,5991,13457,4344286,0,0,28838,0,0,7392,0,0,603465,360,67748,378,11867,0,819,10279,9411,778,11943,0,0,227,9488,0,0,15359,0,0,0,26110,0,0,4570,0,0,726,0,0,0,0,0,0,0,582,0,0,7233,0,3219,0,179244,0,0,261,333,15708,0,8330,0,0,0,157147,352,0,0,0,0,0,0,0,2100,0,0,11938,0,14095,95110000
0,9600,0,7025,0,0,95716,0,11074,26906,5733,0,0,0,0,2310841,0,0,323589,9791,10795256,3018,2288,6073,317,0,0,0,31164,0,58956,1658,8101,0,2196,0,28515,0,0,0,0,2936,0,0,0,0,0,0,0,9048,0,0,0,1105,459,0,0,0,0,0,5221,850,2804235,16261,0,0,6715,0,0,0,0,21198,785,0,893,0,1658,0,0,94669,0,0,4386,590,1219,14679,13649,0,1531,0,0,0,0,0,4488,12047,1237,7428,98659,6845,0,0,0,0,0,5850,13340,3662052,0,0,26406,0,0,10372,0,0,600123,329,80958,0,9637,0,819,11167,7769,705,14039,0,0,193,9009,0,0,8763,0,0,0,22053,0,0,5087,0,0,538,704,0,0,0,0,0,0,710,425,0,11029,0,6312,428,219296,0,0,891,348,20008,0,6904,0,0,0,142200,1063,0,0,0,0,0,0,745,1844,0,0,10082,0,11648,76610000
0,9066,0,6646,0,0,80904,0,11780,34385,5993,0,700,0,517,2948419,0,65,297966,7655,14542247,823,2075,8027,0,336,0,0,25483,0,51463,3942,9355,2090,5301,9376,15677,0,1337,0,75,3391,755,0,0,0,1661,0,0,9792,2919,0,0,2175,1635,0,0,0,0,0,6009,9773,2925285,27138,0,0,10163,0,1559,0,0,29028,0,0,1273,0,0,0,0,90230,64,0,5629,0,2494,16500,16189,0,1760,0,0,1608,825,0,9388,12289,7678,7896,105138,7680,0,0,0,0,0,5721,16279,2401549,1152,65,24760,2711,0,13551,0,0,596307,610,72473,5743,9024,0,465,12055,8557,1877,14234,0,0,320,7957,0,0,10765,0,0,0,44916,0,732,5117,0,89,0,1165,0,0,0,498,0,0,1653,0,0,7114,0,6945,353,186339,426,0,1569,308,24544,0,7336,178,0,0,194461,440,0,217,0,0,0,0,0,2525,0,0,11761,0,16746,91930000
0,8800,0,6517,0,0,80392,0,14856,34042,5644,0,882,0,0,3320857,399,50,277086,8670,17062146,1946,1554,7641,0,0,0,0,32460,0,55335,2120,10358,1327,1513,5810,18835,0,1365,0,48,1478,604,0,0,0,0,0,0,12903,0,135,386,904,1333,0,0,0,0,0,4528,2777,3201426,25570,0,559,7134,0,0,0,0,29783,0,0,888,0,433,0,0,83464,45,0,7506,0,549,15436,10917,0,1699,0,0,951,1326,0,8130,11252,2769,6734,96728,6458,0,0,0,0,0,6806,20003,982847,0,49,45049,6045,0,12045,0,0,606936,0,64262,4498,10449,0,0,11248,8682,597,18274,0,0,0,5987,0,0,11057,0,0,0,29676,211,720,5082,473,61,0,983,0,0,0,376,0,0,631,0,0,6609,0,4539,0,198526,0,0,1037,0,29226,0,5846,0,0,0,203476,1911,0,233,0,0,0,0,0,1556,439,0,10832,0,22393,97550000
0,11452,0,8489,0,0,60032,830,9760,19783,5865,0,424,0,0,3195768,360,0,299422,5564,16593967,0,2110,5026,0,0,0,0,23770,0,51420,1822,7157,0,4197,481,17374,0,0,0,0,2460,449,0,0,0,0,0,0,8897,1997,354,0,2430,671,0,0,0,0,0,6114,430,3525515,25756,0,385,5533,0,0,0,0,16359,0,0,586,0,734,0,0,96119,0,0,1808,0,2375,9297,12770,0,565,0,0,0,1429,0,4009,10687,0,5287,65451,5328,0,0,0,0,0,4554,12044,2920965,0,0,45207,442,0,6766,0,0,599837,0,56458,960,6771,0,1737,9277,5559,1854,6699,0,0,178,6570,0,8154,7382,0,0,439,17325,450,0,5165,0,0,0,1084,0,0,0,0,0,0,1258,0,0,5068,0,3139,686,224935,0,0,1299,0,12958,0,6171,0,0,0,217755,991,0,0,0,0,0,0,506,2425,674,0,9758,0,10934,93660000
0,10579,0,7747,0,0,58325,0,6866,34517,4560,0,0,0,0,2208673,0,0,292608,7543,10167612,1720,1474,5233,0,0,0,0,17642,0,31236,1370,5790,2717,2013,5133,21471,0,0,0,0,444,0,0,0,0,0,0,0,6196,0,0,0,990,2121,0,0,0,0,0,5051,6599,3122116,24145,0,0,5276,0,0,0,0,23080,0,0,943,0,1220,0,0,89860,0,0,2025,0,1175,19784,14870,0,799,0,0,0,0,0,1897,8454,573,6261,73162,4538,0,0,0,0,0,3446,14866,4463396,0,0,26276,0,0,16846,0,0,597891,0,43619,3389,7711,0,435,7107,5833,1284,9073,0,0,373,5823,0,0,6357,0,0,0,23294,0,0,5401,0,0,0,0,0,0,0,0,0,0,580,0,0,5613,0,6973,0,202442,0,0,1101,0,22673,0,4866,0,0,0,147907,718,0,0,0,0,0,0,802,0,0,0,7839,0,15240,79040000
0,9268,0,6646,0,0,116296,0,1405,31023,10911,0,673,0,0,3025404,0,0,324153,6150,16155418,6615,2025,11914,0,0,0,104,16254,0,136402,13261,15402,0,4130,6379,24852,0,1351,0,74,8036,2923,0,0,0,0,0,0,16551,0,0,0,1729,3665,0,0,0,0,0,6030,2262,3342938,32319,0,0,12712,0,0,0,0,25210,0,0,3258,0,0,0,0,88722,0,0,4492,0,1859,14482,9509,0,2640,0,0,2551,1748,0,9575,20929,9564,11931,150431,11593,0,0,0,0,0,9231,17705,3332286,569,103,42403,0,0,16820,0,0,597484,278,117800,0,17294,0,1095,17649,13826,1832,6576,0,0,203,7388,0,950,22475,0,0,0,18610,0,760,5072,0,148,1845,0,0,0,0,0,0,0,2109,0,0,4848,0,5395,385,208564,0,0,1915,0,22419,0,11400,0,0,0,246079,2001,0,213,107,0,0,0,336,7505,0,0,16643,0,18032,94310000
0,9774,0,7417,0,0,77875,0,13175,18889,5880,632,1609,0,0,3456970,0,59,282352,8284,17382982,4505,2503,7195,0,357,0,0,31590,0,43615,2370,8656,0,5555,13294,4949,0,1348,0,71,2608,1105,0,464,0,1000,0,0,9795,0,0,0,2044,2636,0,0,0,0,757,6711,1780,3142135,15933,0,0,6376,0,1891,0,0,17357,1390,0,2766,0,469,0,0,87146,66,0,3963,350,2353,15268,19749,0,311,0,0,3180,1475,0,4574,10873,529,7119,94312,7138,0,0,0,0,0,4762,12008,4925981,0,65,39061,5246,0,12683,326,0,602201,348,67264,5975,9998,0,2647,11027,7476,2433,12371,0,0,178,10630,0,1126,9071,0,0,0,21897,0,808,5029,0,80,1595,0,0,0,0,0,0,0,1296,0,0,11622,0,6654,905,187698,0,0,2387,348,14606,0,6217,181,0,0,154642,11836,0,0,0,0,0,0,0,3811,0,0,9887,0,11313,98510000
0,9593,0,7037,0,0,79188,0,9702,31716,7306,0,1260,0,0,2459300,0,0,310311,9323,11396376,1295,2034,8645,0,336,0,0,31957,0,45585,2441,9506,0,4573,1616,13338,0,0,0,0,2262,579,0,0,0,0,0,0,11416,2285,0,0,2445,1343,0,0,0,0,0,5740,889,3302002,25524,0,0,8670,0,0,0,0,24294,472,0,726,0,706,471,0,95708,0,518,6062,543,1821,13638,19912,0,1233,0,0,806,499,0,13534,14829,1320,7483,94880,8149,0,0,0,0,0,5912,13666,1991917,0,0,27393,0,0,12538,0,0,600788,794,68210,0,11440,0,1826,12226,8823,1316,15986,0,0,0,10241,0,0,10062,0,0,0,21346,0,0,4772,0,0,814,446,0,0,0,0,0,0,1459,0,0,9635,0,4947,0,195626,0,0,1356,0,21078,0,7634,0,0,0,159071,1560,0,0,0,0,0,0,1206,1118,0,0,10477,0,17375,81810000
0,8763,0,6604,0,0,87379,310,8339,26732,6518,0,803,0,879,3335611,634,0,300449,6330,17254549,1513,1902,9210,0,0,0,0,20384,0,69902,771,12858,0,0,14188,19203,0,0,0,0,2859,667,20799,0,0,0,0,0,12095,0,601,0,0,1773,0,0,0,0,0,6627,1171,2743971,18065,0,488,7695,0,0,0,0,22537,0,0,739,0,605,0,419,87124,0,0,5469,0,0,11084,17061,0,2455,0,0,719,1502,0,7949,22501,0,7832,100873,7331,0,0,0,0,151673,6293,23911,4267854,0,0,42287,7136,0,11616,0,0,610270,0,81055,2456,11078,0,0,11565,8737,0,15096,0,0,0,7525,0,0,19585,0,0,0,40389,1016,0,6210,0,0,0,763,0,0,0,0,0,0,0,0,0,6405,0,3372,0,171585,0,0,0,0,20137,0,7132,0,0,0,200336,729,0,0,0,0,195,0,0,2887,1154,0,11725,0,26409,101380000
0,9383,0,6878,0,0,112797,0,9508,30065,12461,0,5703,0,0,2743429,0,0,344359,6209,13787008,2514,1468,12947,0,0,0,0,24238,0,69504,10954,17219,2024,1012,16860,20345,0,1577,0,0,8912,5803,0,0,0,0,0,0,19688,0,0,0,817,3257,0,0,0,0,0,5471,1517,2889940,28169,0,0,13810,0,0,0,0,26573,0,0,1193,0,858,0,0,94771,978,0,5730,224,1520,15438,16857,0,2221,0,0,5145,6762,0,19678,29751,3681,13324,158578,11941,0,0,0,0,0,11091,19687,3527711,0,74,27594,12238,0,11119,0,0,581925,353,110464,14002,18160,0,840,18083,14242,748,13772,0,0,261,7077,0,0,23084,0,0,0,24590,0,735,5089,0,69,937,0,0,0,339,0,0,0,618,0,0,5337,0,5011,368,191600,448,0,678,708,23728,0,12830,0,0,0,132866,530,0,0,73,0,0,0,363,10177,0,0,24696,0,16881,91620000
0,9833,0,7576,0,0,60833,0,13120,21370,3857,0,0,0,0,3736223,0,0,311172,9551,18926857,910,1684,5084,0,0,0,0,31743,0,34680,910,6878,0,1136,0,20548,0,0,0,0,1055,0,0,0,0,0,0,0,6913,0,0,0,882,6460,0,0,0,0,0,5108,834,3445328,14651,0,0,5073,0,0,0,0,18693,0,0,0,0,178,0,0,93586,0,0,4533,405,469,11864,17193,0,328,0,0,0,0,0,4217,6152,4856,4691,67032,4476,176,0,0,0,0,4075,11198,1845007,0,0,25335,0,0,11178,0,0,598911,444,44277,0,6591,0,572,8025,5721,977,12615,0,0,170,8350,0,0,5186,0,0,0,17088,0,0,4902,0,0,0,0,0,0,0,0,0,0,357,0,0,9758,0,4804,0,213131,0,0,554,0,16447,0,4943,0,0,0,143539,3148,0,0,0,0,0,0,0,481,0,0,7968,0,10350,105400000
0,9617,0,7519,0,0,98062,0,8344,34511,7887,236,0,0,0,1612867,261,53,327080,7587,7373469,6980,1855,10064,0,0,0,56,32385,0,139236,5996,12660,2284,1472,4424,19150,0,1773,0,90,8522,0,442,0,0,866,0,0,14206,0,353,577,439,1903,0,0,0,0,0,6473,3642,3073156,63578,0,442,8947,0,1533,0,0,27598,0,0,624,0,443,706,1363,101023,44,0,4458,0,429,12799,17062,0,1654,0,264,0,0,0,5355,14136,616,8634,120585,8154,146,0,0,0,375647,6612,25297,3582336,0,94,34258,0,0,9765,364,0,623162,0,87923,7482,13055,0,202,16064,10830,531,11618,0,0,230,6272,0,0,23798,0,0,0,45167,760,1160,6283,0,122,0,0,0,0,0,198,0,0,122,0,0,5488,0,5441,0,204433,1444,0,155,0,22699,0,8797,197,0,0,223976,1223,0,0,44,0,495,0,365,4762,1046,0,12581,0,40860,63730000
0,9669,0,7248,0,0,55250,350,15855,25195,3805,656,503,0,0,4332287,403,0,333708,7120,22127321,761,1804,4869,0,0,0,0,25044,0,34437,3769,6111,4316,1538,9921,18809,0,0,0,0,3335,497,0,0,0,0,0,0,6438,0,419,0,621,7348,0,0,0,0,0,5084,2849,3544698,18236,0,410,4150,0,0,0,0,19964,0,0,0,0,0,0,0,96976,0,0,8621,0,224,17442,16357,0,1916,0,0,1155,636,0,8840,8268,3332,5137,68142,4475,0,0,0,0,0,4443,11899,1707194,0,0,28590,8885,0,15028,470,0,593676,391,43468,11985,6937,0,593,7742,5830,380,15373,0,0,0,7878,0,0,7485,0,0,511,17372,523,0,5004,0,0,0,0,0,0,0,0,0,0,326,0,0,4328,0,6740,337,217014,0,0,365,0,16788,0,4367,0,0,179,134491,3428,0,209,0,0,0,0,0,3071,644,0,7375,0,13149,116870000
0,8051,0,6829,0,0,95728,0,12227,35677,6596,0,0,0,0,2784298,0,0,354164,4981,14069165,2143,2340,8371,0,564,0,66,23344,0,95400,1704,9812,0,299,0,23610,0,1601,0,73,1236,0,0,0,0,0,0,0,12239,3509,0,0,327,1422,0,0,0,0,0,16857,1252,3206684,25443,0,0,8952,0,0,0,0,24811,0,0,544,0,0,0,0,102860,0,0,1941,355,380,14488,20356,0,497,0,0,0,0,0,7513,13177,1623,7497,116200,8089,206,0,0,0,0,6169,20299,3828227,0,49,28451,0,0,13527,0,0,604122,441,88662,0,9840,0,521,12903,10998,186,12955,0,0,0,6090,0,0,10829,0,0,0,33026,0,803,4579,0,71,0,527,0,0,0,0,0,0,269,0,0,5164,0,5212,0,204737,0,0,127,352,23651,0,6902,0,0,0,191055,799,0,0,52,0,0,0,0,4833,0,0,10913,0,16344,90370000
0,9325,0,6799,0,0,80976,0,8592,30633,6103,0,0,0,0,3853205,0,0,311219,5767,19965628,3390,1759,7356,0,382,0,0,24690,0,59386,3375,9541,0,2066,3584,18409,0,0,0,0,410,0,0,0,0,0,0,0,9844,0,0,0,849,2068,0,0,0,0,0,5421,2589,3353603,25174,0,0,10154,0,0,0,0,24347,0,0,744,0,0,0,0,85706,0,0,3644,939,1034,8098,15175,0,877,0,0,769,0,0,7163,14590,0,7457,102097,7190,153,0,0,0,0,4926,16830,2661266,0,0,30555,0,0,7778,0,0,598516,708,72354,0,11483,0,1160,12986,9322,925,11655,0,0,0,7515,0,0,8578,0,0,0,24305,0,0,5199,0,0,0,0,0,0,0,0,0,0,178,0,0,6380,0,2725,407,205189,0,0,670,414,20736,0,7932,0,0,0,179617,539,0,0,0,0,0,0,897,3780,0,0,11184,0,17606,111380000
0,8635,0,6480,0,0,107325,0,10943,44430,7243,378,0,0,0,1565810,604,0,335684,6939,6856118,4056,1611,9352,0,0,0,0,21262,0,54012,3258,11525,1499,549,3087,15508,0,0,0,0,1418,0,316,0,0,0,0,0,11708,0,0,0,403,3242,0,0,0,0,0,5020,4280,2875736,26842,0,216,9965,0,0,0,0,32322,0,0,602,0,0,0,867,101344,0,0,5942,0,470,23014,19365,0,2032,0,323,419,0,0,5433,13597,3043,9365,124564,8446,0,0,0,0,241707,6500,23696,5561147,441,0,32749,0,0,19425,229,0,593147,0,92351,1585,11466,0,0,12084,10130,181,12751,0,0,185,7311,0,0,8320,0,0,0,22139,480,0,4880,0,0,0,291,0,0,0,0,0,0,180,0,0,6405,0,7462,0,190985,0,0,188,0,30854,0,7594,0,0,0,147737,1490,0,0,0,0,280,0,0,2505,0,0,13104,0,20784,65970000
0,7995,0,5746,0,0,101210,247,7502,32158,7372,0,1359,0,0,3788751,362,0,309302,5732,20453778,2680,1434,8688,0,0,0,93,25760,0,83016,2896,9832,0,861,9524,17467,0,1392,0,96,977,431,618,0,0,0,0,0,11249,0,276,0,819,1990,0,0,0,0,0,5017,2193,3000483,24263,0,565,8306,0,0,0,0,26617,0,0,589,0,13881,0,994,86039,0,0,4577,0,882,17598,19676,0,1625,0,287,434,397,0,6307,13259,25122,8524,131402,8013,0,0,0,7823,608910,5617,17099,2221357,0,104,31609,6166,0,15637,0,0,591046,0,90460,4191,12797,0,697,13554,11925,639,9972,0,0,0,5697,0,0,42397,0,0,0,25909,552,824,4475,0,122,0,862,0,0,0,0,0,0,411,0,0,6468,0,5077,337,198738,0,0,802,0,24322,0,9349,0,0,0,193289,1442,0,0,99,0,618,0,0,2827,544,0,14623,0,15066,112220000
0,9374,0,6883,7570,0,88806,0,13502,30899,7036,0,789,0,461,3001987,0,0,323113,10460,16829112,3703,2166,8192,0,0,0,0,29603,0,80897,6504,17702,0,1080,15269,17037,0,0,0,0,5918,1067,0,0,0,0,0,0,11602,0,0,0,392,2659,0,0,0,0,0,5386,1929,3181842,36291,0,0,8615,0,0,0,0,24597,0,0,3258,0,0,394,0,96321,0,0,5372,5822,476,16252,21369,0,464,0,0,2329,1657,0,8696,14648,8858,8089,101564,6743,0,0,0,0,0,5845,16768,2286186,0,0,58445,6522,0,10838,0,0,586691,302,82609,4226,10695,0,686,11275,7824,525,12891,0,0,195,9644,0,0,14702,0,0,0,41912,0,0,4574,0,0,0,0,0,0,0,341,0,0,169,0,0,9870,0,5398,407,213536,0,0,246,0,23133,0,7084,0,0,0,185354,3887,0,0,0,0,0,0,374,5124,0,0,10359,0,16893,91180000
0,6690,0,4829,0,0,122934,0,9708,53954,8321,391,0,0,418,3623368,0,0,316555,5314,22482590,5338,1957,10638,0,0,0,0,28907,0,79020,3056,15054,695,3778,12128,19893,0,0,0,0,5032,0,357,0,0,0,0,0,16705,0,0,0,2107,5498,0,0,0,0,0,6165,923,3074892,49413,0,0,11218,0,0,0,0,36010,0,0,858,0,526,0,646,91878,0,0,5190,0,1570,21966,14818,0,2738,0,0,0,0,0,11438,16041,4868,8775,147061,10151,199,0,0,0,272271,7794,32084,2971469,0,0,40821,0,0,18355,0,0,595649,0,110283,1026,16872,0,817,15255,12644,1412,12400,0,0,163,7456,0,6365,15070,0,0,0,37520,0,0,4870,0,0,0,804,0,0,0,0,0,0,1910,0,0,7488,0,6857,313,189223,0,0,4221,632,34684,0,9721,0,0,0,160509,2753,0,0,0,0,355,0,0,4176,0,0,16895,0,25016,100990000
0,10086,0,7293,0,0,95926,0,13955,40507,6284,0,1104,0,0,2069782,0,70,331613,9929,10419356,1079,1840,7672,0,0,0,81,29138,0,51487,1921,8683,0,302,8003,23862,0,3006,0,150,4928,652,0,549,0,0,0,0,8330,0,0,0,464,2895,0,0,0,0,0,4058,1652,3289735,40604,0,0,8888,0,0,0,0,34475,0,0,2391,0,0,0,0,98319,72,0,4050,0,353,24589,15936,0,4505,0,0,741,2799,0,10327,15364,16467,7607,118357,6648,0,0,0,0,0,6068,22563,2656939,0,143,28205,10611,0,24344,0,0,593714,356,74838,8042,9995,0,519,12270,7724,126,13493,0,0,169,10333,0,0,23796,0,0,0,33982,0,1623,4656,0,186,1453,0,0,0,0,0,0,0,136,0,0,7887,0,7987,376,214788,0,0,762,0,30317,0,6630,0,0,0,144212,2548,0,0,311,0,0,0,463,2683,0,0,11763,0,30846,74280000
0,8183,0,6121,0,0,91066,0,10647,41028,6840,0,849,0,0,3483829,0,0,301179,9645,23170341,3107,1683,8789,0,0,0,0,24757,0,70988,7458,9147,0,932,3272,18473,0,0,0,0,3048,1315,0,0,0,0,0,0,13023,2313,0,0,398,1732,0,0,0,0,0,5772,1923,3619360,49853,0,0,8213,0,0,0,0,31375,0,0,1562,0,0,0,0,88631,0,0,3231,339,653,19668,16208,0,2171,0,0,4197,1124,0,6282,13973,1395,5221,108578,8661,0,0,0,0,0,6090,24465,2503074,0,0,31347,2259,0,17040,0,0,594475,309,78772,2727,12301,0,756,14814,10091,568,12207,0,0,239,9706,0,0,7984,0,0,0,50122,0,0,4467,0,0,0,0,0,0,0,0,0,0,320,0,0,11764,0,5586,277,223884,0,0,610,0,29919,0,7789,0,0,182,239058,2653,0,0,0,0,0,0,397,6168,0,0,11550,0,36401,98200000
0,8986,0,6514,0,0,82282,0,9115,39238,6518,0,0,0,0,3391201,0,0,319783,5342,21146807,2972,0,8008,0,0,0,0,25595,0,67527,1475,9177,0,1305,2464,21444,0,0,0,0,1573,0,0,0,0,1599,0,0,11686,1736,0,0,1073,377,0,0,0,0,0,4333,0,3045103,28403,0,0,8782,0,2547,0,0,28670,714,0,768,0,701,0,0,93580,0,0,5298,0,743,19339,15204,0,2106,0,0,1609,0,0,8397,8549,4834,7452,103779,6491,0,0,0,0,0,6095,22524,2319214,0,0,28855,0,0,18589,0,0,596491,331,71938,0,12114,0,1008,11892,9291,1096,12834,0,0,0,4531,0,0,7653,0,0,0,28882,0,0,4345,0,0,0,0,0,0,0,0,0,0,543,0,0,5719,0,5499,310,196535,0,0,805,0,28343,0,7019,209,0,0,221388,1143,0,0,0,0,0,0,0,3533,0,0,12673,0,32233,98780000
